,date_time_week,sentiment,close,weeklychange,weeklychange_sent_raw
0,2017-35,0.0,4612.92,,
1,2017-36,0.0,4245.89,-0.07956565472629044,0.0
2,2017-37,0.0,3689.61,-0.1310161120518902,0.0
3,2017-38,0.18690187353079601,3667.52,-0.005987082645591307,0.18690187353079601
4,2017-39,0.1582670260190937,4403.09,0.20056332344472563,-0.02863484751170231
5,2017-40,0.23410444169520572,4611.7,0.04737809129497686,0.07583741567611202
6,2017-41,0.16049708297985082,5688.14,0.2334150096493702,-0.0736073587153549
7,2017-42,0.2704041470458101,5982.86,0.05181307070501066,0.10990706406595929
8,2017-43,0.23122681396304462,6147.52,0.02752195438302096,-0.0391773330827655
9,2017-44,0.21706096171725867,7389.55,0.2020375696215709,-0.014165852245785954
10,2017-45,0.23942369067816335,5878.13,-0.20453478222625193,0.022362728960904688
11,2017-46,0.23473604299770262,8042.64,0.36823105307300114,-0.0046876476804607325
12,2017-47,0.15626650432607747,9318.42,0.15862701799409146,-0.07846953867162515
13,2017-48,0.2590140181142892,11246.21,0.2068794924461442,0.10274751378821173
14,2017-49,0.20395652202125467,15059.6,0.33908223303672985,-0.055057496093034536
15,2017-50,0.19827385234614675,19065.71,0.26601702568461305,-0.005682669675107915
16,2017-51,0.17515722025036926,13789.95,-0.276714583406545,-0.023116632095777495
17,2017-52,0.20333623386524857,13850.4,0.004383627206770068,0.028179013614879317
18,2018-01,0.08714756855137806,16228.16,0.1716744642754,-0.11618866531387051
19,2018-02,0.19618836991655814,13638.63,-0.15957015459546867,0.10904080136518007
20,2018-03,0.25687295071631666,11549.93,-0.15314588048799616,0.060684580799758525
21,2018-04,0.13314766247962595,11767.74,0.018858122949662853,-0.12372528823669071
22,2018-05,0.24453205517193105,8218.05,-0.30164585553385787,0.1113843926923051
23,2018-06,0.21507925505374323,8084.61,-0.016237428587073527,-0.029452800118187822
24,2018-07,0.2804143130727359,10417.23,0.28852597713433303,0.06533505801899267
25,2018-08,0.2726174784182996,9610.11,-0.07747932991783794,-0.007796834654436313
26,2018-09,0.21757504606120304,11504.42,0.19711637015601272,-0.05504243235709655
27,2018-10,0.18324698019005128,9544.84,-0.17033279383054512,-0.03432806587115175
28,2018-11,0.24252338066178317,8215.4,-0.13928363387966697,0.05927640047173188
29,2018-12,0.2600296963717367,8472.84,0.03133627090585979,0.017506315709953507
30,2018-13,0.13577982563642957,6835.84,-0.19320558396004173,-0.1242498707353071
31,2018-14,0.1832730199345456,7049.92,0.03131729238835314,0.04749319429811602
32,2018-15,0.17071390960849658,8376.73,0.18820213562707086,-0.012559110326049006
33,2018-16,0.16632013545819546,8823.36,0.053317941487907694,-0.004393774150301122
34,2018-17,0.14696647552611977,9407.04,0.06615167011206619,-0.01935365993207569
35,2018-18,0.174973744635345,9644.92,0.025287444297037026,0.02800726910922524
36,2018-19,0.17838249795450958,8709.46,-0.09698991800865128,0.0034087533191645703
37,2018-20,0.15456678615044825,8533.0,-0.02026072799002454,-0.023815711804061335
38,2018-21,0.12908972128550525,7362.23,-0.13720496894409942,-0.025477064864943
39,2018-22,0.2908878393734532,7719.75,0.048561373388226185,0.16179811808794795
40,2018-23,0.12781710428734003,6773.72,-0.12254671459567988,-0.16307073508611317
41,2018-24,0.13046476170911692,6457.78,-0.0466420224042329,0.002647657421776889
42,2018-25,0.08570290718742601,6157.78,-0.04645559309855709,-0.0447618545216909
43,2018-26,0.1479862958252322,6339.04,0.02943593307977879,0.06228338863780619
44,2018-27,0.1802249401832735,6707.38,0.0581065902723441,0.0322386443580413
45,2018-28,0.14559455092254825,6364.26,-0.05115559279480213,-0.03463038926072526
46,2018-29,0.20009993600124415,7398.64,0.1625295006803619,0.0545053850786959
47,2018-30,0.19983504902529373,8216.78,0.11057978223024777,-0.00026488697595042354
48,2018-31,0.1812449184967999,7042.39,-0.14292581765606482,-0.018590130528493815
49,2018-32,0.1677378843432473,6322.92,-0.10216276008570957,-0.013507034153552616
50,2018-33,0.1970102991979699,6502.18,0.028350825251624284,0.029272414854722595
51,2018-34,0.10295301255920321,6720.6,0.03359181074654963,-0.09405728663876668
52,2018-35,0.1321723397489956,7301.26,0.08640002380739813,0.02921932718979238
53,2018-36,0.02705520446049654,6249.07,-0.1441107425293717,-0.10511713528849904
54,2018-37,0.09969541796160615,6502.44,0.040545233130689834,0.07264021350110961
55,2018-38,0.2520565858500834,6702.7,0.030797669797799014,0.15236116788847726
56,2018-39,0.092096642889807,6623.71,-0.011784803139033491,-0.15995994296027638
57,2018-40,0.15809498248466292,6601.15,-0.0034059462144327575,0.06599833959485592
58,2018-41,0.08925897390228345,6277.73,-0.048994493383728605,-0.06883600858237947
59,2018-42,0.13136109920852573,6509.87,0.03697833452537786,0.042102125306242286
60,2018-43,0.18272126131650884,6470.74,-0.00601087272096065,0.05136016210798311
61,2018-44,0.15883788332278595,6467.05,-0.0005702593520987708,-0.023883377993722893
62,2018-45,0.13776585544385872,6408.18,-0.009103068632529498,-0.02107202787892723
63,2018-46,0.07753287487570706,5615.26,-0.12373560043569314,-0.060232980568151656
64,2018-47,0.09441227646196139,4004.15,-0.2869163671851348,0.016879401586254325
65,2018-48,0.12954201445364177,4143.86,0.034891300275963585,0.035129737991680385
66,2018-49,0.1732793769835747,3592.84,-0.132972639037033,0.04373736252993293
67,2018-50,0.10429089947234474,3255.37,-0.0939284799768429,-0.06898847751122997
68,2018-51,0.19345244454398164,4007.63,0.23108279550404418,0.0891615450716369
69,2018-52,0.1336782276989054,3896.21,-0.027801967746523524,-0.05977421684507625
70,2018-53,0.1679758710628283,3747.39,-0.03819609312639723,0.03429764336392291
71,2019-00,0.14721919703522787,4102.85,0.09485535265878398,-0.020756674027600425
72,2019-01,0.16039672167600527,3551.24,-0.13444556832445753,0.0131775246407774
73,2019-02,0.08293214234931919,3567.73,0.004643448485599463,-0.07746457932668609
74,2019-03,0.18285104654171208,3565.08,-0.0007427692117957612,0.0999189041923929
75,2019-04,0.11930039610962229,3449.62,-0.032386370011332155,-0.0635506504320898
76,2019-05,0.20786645164019918,3685.14,0.06827418672201575,0.08856605553057689
77,2019-06,0.16675102782215298,3670.92,-0.0038587407805401697,-0.0411154238180462
78,2019-07,0.09940303601363586,3771.62,0.027431815457705375,-0.06734799180851712
79,2019-08,0.12634058658103528,3812.31,0.010788467555055933,0.026937550567399424
80,2019-09,0.18223471936140534,3929.84,0.030829077383528674,0.05589413278037006
81,2019-10,0.1600130285045091,3998.0,0.017344217576288054,-0.022221690856896237
82,2019-11,0.10045674154622568,3994.11,-0.0009729864932465915,-0.059556286958283425
83,2019-12,0.21170636967252474,4112.69,0.029688716635245267,0.11124962812629906
84,2019-13,0.21142957063098183,5201.16,0.2646613287167281,-0.00027679904154290225
85,2019-14,0.217511120058775,5165.59,-0.006838859023756183,0.006081549427793154
86,2019-15,0.20409960190162574,5305.74,0.027131460297855545,-0.01341151815714925
87,2019-16,0.08716303715067283,5272.45,-0.006274336850279125,-0.1169365647509529
88,2019-17,0.17841670589887343,5794.14,0.09894641011294569,0.0912536687482006
89,2019-18,0.14125816281960346,6977.63,0.2042563693662907,-0.03715854307926997
90,2019-19,0.1778860055518563,8193.14,0.1742009822819495,0.036627842732252835
91,2019-20,0.2317598457777824,8726.23,0.06506540837822863,0.05387384022592609
92,2019-21,0.21577456248836843,8737.91,0.0013384932553921099,-0.015985283289413954
93,2019-22,0.14867805832957948,7643.44,-0.12525535282464575,-0.06709650415878896
94,2019-23,0.21245471826438697,8979.18,0.17475639240970045,0.0637766599348075
95,2019-24,0.12585348921674067,10855.99,0.20901797268792913,-0.0866012290476463
96,2019-25,0.18984632716482133,10769.05,-0.00800848195328114,0.06399283794808067
97,2019-26,0.17691111059865067,11474.28,0.06548674209888536,-0.012935216566170665
98,2019-27,0.06239849948249244,10204.41,-0.11067099635009785,-0.11451261111615824
99,2019-28,0.16114004741917798,10586.71,0.037464194402224066,0.09874154793668555
100,2019-29,0.11222743106087289,9531.77,-0.09964757700928795,-0.048912616358305086
101,2019-30,0.12304992399054308,10978.91,0.15182279891352807,0.010822492929670191
102,2019-31,0.1789454787249128,11549.06,0.051931384809603104,0.055895554734369704
103,2019-32,0.08685649146656699,10308.51,-0.10741566846132926,-0.0920889872583458
